50.0,0.0,2.0,3.5,2.0
51.0,2.0,1.0,3.5,2.9
52.0,1.0,2.0,3.5,0.8
53.0,0.0,3.0,3.5,2.9
54.0,0.0,3.0,3.5,2.6
55.0,1.0,7.0,3.5,2.9
56.0,0.0,2.0,3.5,3.8
57.0,0.0,5.0,3.5,2.5
58.0,0.0,4.0,3.5,3.1
59.0,0.0,3.0,3.5,3.1
60.0,2.0,14.0,3.5,1.9
61.0,2.0,10.0,3.5,1.0
62.0,1.0,3.0,3.5,2.0
63.0,1.0,7.0,3.5,3.2
64.0,1.0,7.0,3.5,1.1
65.0,1.0,4.0,3.5,2.7
66.0,2.0,13.0,3.5,2.8
67.0,2.0,4.0,3.5,3.9
68.0,0.0,1.0,3.5,3.2
69.0,0.0,6.0,3.5,2.7
70.0,2.0,11.0,3.5,0.9
71.0,0.0,2.0,3.5,3.5
72.0,0.0,4.0,3.5,4.1
73.0,0.0,5.0,3.5,4.1
74.0,0.0,5.0,3.5,3.3
75.0,0.0,6.0,3.5,2.0
76.0,1.0,3.0,3.5,2.9
77.0,0.0,1.0,3.5,3.1
78.0,1.0,8.0,3.5,2.1
79.0,1.0,5.0,3.5,2.8
80.0,1.0,6.0,7.4,2.5
81.0,1.0,6.0,7.4,1.4
82.0,2.0,10.0,7.4,1.9
83.0,2.0,7.0,7.4,2.1
84.0,0.0,1.0,7.4,1.7
85.0,2.0,9.0,7.4,2.0
86.0,2.0,4.0,7.4,1.5
87.0,2.0,8.0,7.4,4.2
88.0,0.0,5.0,7.4,2.7
89.0,2.0,10.0,7.4,2.6
90.0,0.0,2.0,7.4,2.9
91.0,1.0,5.0,7.4,3.0
92.0,0.0,2.0,7.4,3.4
93.0,0.0,3.0,7.4,1.4
94.0,0.0,2.0,7.4,3.4
95.0,2.0,6.0,7.4,2.1
96.0,0.0,3.0,7.4,1.4
97.0,1.0,7.0,7.4,2.5
98.0,0.0,2.0,7.4,0.8
99.0,2.0,14.0,7.4,1.9
100.0,0.0,5.0,7.4,1.7
101.0,2.0,5.0,7.4,2.6
102.0,0.0,4.0,7.4,2.2
103.0,2.0,10.0,7.4,1.7
104.0,1.0,4.0,7.4,3.3
105.0,0.0,5.0,7.4,0.4
106.0,1.0,1.0,7.4,3.3
107.0,0.0,6.0,7.4,2.3
108.0,0.0,1.0,7.4,2.7
109.0,1.0,1.0,7.4,0.8
110.0,0.0,2.0,7.4,3.5
111.0,0.0,1.0,7.4,1.7
112.0,1.0,4.0,7.4,1.8
113.0,0.0,3.0,7.4,2.3
114.0,1.0,6.0,7.4,2.7
115.0,0.0,5.0,7.4,2.1
116.0,1.0,4.0,7.4,3.5
117.0,1.0,3.0,7.4,1.7
118.0,1.0,9.0,7.4,3.9
119.0,1.0,7.0,7.4,1.2
120.0,2.0,11.0,7.4,2.5
121.0,2.0,7.0,7.4,2.2
122.0,1.0,5.0,7.4,2.1
123.0,0.0,5.0,7.4,1.3
124.0,0.0,4.0,7.4,3.3
125.0,1.0,3.0,7.4,1.6
126.0,1.0,8.0,7.4,2.6
127.0,1.0,9.0,7.4,2.2
128.0,0.0,4.0,7.4,1.8
129.0,0.0,6.0,7.4,1.8
130.0,1.0,8.0,7.4,2.5
131.0,0.0,3.0,7.4,2.3
132.0,1.0,5.0,11.7,3.0
133.0,1.0,6.0,11.7,4.0
134.0,0.0,4.0,11.7,2.7
135.0,1.0,4.0,11.7,2.8
136.0,2.0,2.0,11.7,3.0
137.0,2.0,12.0,11.7,2.9
138.0,2.0,5.0,11.7,2.5
139.0,2.0,7.0,11.7,2.9
140.0,2.0,8.0,11.7,3.8
141.0,2.0,13.0,11.7,2.1
142.0,1.0,7.0,11.7,1.3
143.0,2.0,9.0,11.7,2.3
144.0,2.0,5.0,11.7,1.9
145.0,0.0,3.0,11.7,2.5
146.0,2.0,6.0,11.7,2.2
147.0,0.0,4.0,11.7,2.6
148.0,0.0,4.0,11.7,1.0
149.0,2.0,6.0,11.7,1.9
150.0,0.0,4.0,11.7,3.3
151.0,2.0,9.0,11.7,2.1
152.0,1.0,3.0,11.7,1.6
153.0,2.0,11.0,11.7,2.6
154.0,0.0,3.0,11.7,2.7
155.0,2.0,11.0,11.7,2.7
156.0,2.0,8.0,11.7,3.3
157.0,1.0,2.0,11.7,2.3
158.0,1.0,4.0,11.7,1.1
159.0,1.0,4.0,11.7,2.1
160.0,2.0,13.0,11.7,0.8
161.0,2.0,7.0,11.7,4.2
162.0,0.0,3.0,11.7,3.0
163.0,2.0,6.0,11.7,2.5
164.0,2.0,8.0,11.7,2.6
165.0,2.0,5.0,11.7,1.7
166.0,2.0,8.0,11.7,2.6
167.0,0.0,3.0,11.7,3.6
168.0,1.0,1.0,11.7,4.1
169.0,0.0,1.0,11.7,1.9
170.0,2.0,6.0,11.7,4.2
171.0,2.0,8.0,11.7,1.9
172.0,1.0,6.0,11.7,2.2
173.0,0.0,1.0,11.7,4.1
174.0,2.0,15.0,11.7,1.7
175.0,1.0,5.0,11.7,0.8
176.0,1.0,1.0,11.7,3.2
177.0,0.0,5.0,11.7,3.2
178.0,2.0,6.0,11.7,2.4
179.0,0.0,4.0,11.7,3.2
180.0,2.0,5.0,11.7,1.3
181.0,2.0,4.0,11.7,2.6
182.0,0.0,6.0,11.7,1.5
183.0,1.0,5.0,11.7,1.0
184.0,0.0,3.0,14.8,3.1
185.0,2.0,8.0,14.8,1.7
186.0,2.0,9.0,14.8,2.3
187.0,2.0,2.0,14.8,1.3
188.0,0.0,4.0,14.8,3.0
189.0,0.0,1.0,14.8,3.6
190.0,0.0,2.0,14.8,1.2
191.0,2.0,7.0,14.8,1.6
192.0,1.0,8.0,14.8,2.4
193.0,2.0,9.0,14.8,2.5
194.0,0.0,4.0,14.8,3.9
195.0,0.0,2.0,14.8,2.9
196.0,1.0,4.0,14.8,1.4
197.0,1.0,4.0,14.8,1.9
198.0,0.0,4.0,14.8,3.2
199.0,2.0,11.0,14.8,2.0
200.0,1.0,2.0,14.8,2.9
201.0,0.0,5.0,14.8,2.4
202.0,2.0,6.0,14.8,2.8
203.0,2.0,5.0,14.8,2.4
204.0,1.0,4.0,14.8,1.7
205.0,2.0,4.0,14.8,0.8
206.0,0.0,5.0,14.8,1.6
207.0,1.0,6.0,14.8,3.7
208.0,2.0,7.0,14.8,3.8
209.0,0.0,4.0,14.8,2.4
210.0,2.0,11.0,14.8,3.8
211.0,1.0,6.0,14.8,2.9
212.0,1.0,4.0,14.8,2.0
213.0,2.0,10.0,14.8,3.0
214.0,2.0,15.0,14.8,1.7
215.0,1.0,5.0,14.8,3.5
216.0,1.0,4.0,14.8,2.5
217.0,0.0,3.0,14.8,1.6
218.0,1.0,7.0,14.8,1.2
219.0,1.0,6.0,14.8,1.9
220.0,0.0,3.0,14.8,2.7
221.0,2.0,6.0,14.8,3.4
222.0,0.0,4.0,14.8,2.2
223.0,0.0,1.0,14.8,0.6
224.0,2.0,4.0,14.8,3.2
225.0,0.0,4.0,14.8,2.9
226.0,2.0,10.0,14.8,3.2
227.0,2.0,8.0,14.8,3.0
228.0,1.0,5.0,14.8,3.0
229.0,0.0,2.0,14.8,2.6
230.0,2.0,7.0,14.8,3.1
231.0,1.0,9.0,14.8,3.0
232.0,2.0,13.0,14.8,1.4
233.0,2.0,3.0,14.8,2.0
234.0,1.0,3.0,16.6,1.4
235.0,0.0,5.0,16.6,3.7
236.0,1.0,9.0,16.6,1.7
237.0,1.0,4.0,16.6,1.4
238.0,1.0,7.0,16.6,3.0
239.0,1.0,4.0,16.6,1.4
240.0,1.0,5.0,16.6,1.6
241.0,1.0,8.0,16.6,2.9
242.0,1.0,9.0,16.6,3.2
243.0,0.0,5.0,16.6,2.1
244.0,2.0,10.0,16.6,1.1
245.0,2.0,13.0,16.6,2.0
246.0,0.0,6.0,16.6,2.7
247.0,1.0,7.0,16.6,1.1
248.0,0.0,3.0,16.6,1.1
249.0,1.0,1.0,16.6,2.2
250.0,2.0,1.0,16.6,1.8
251.0,2.0,7.0,16.6,1.6
252.0,2.0,9.0,16.6,1.8
253.0,0.0,3.0,16.6,3.2
254.0,1.0,5.0,16.6,2.4
255.0,0.0,3.0,16.6,2.7
256.0,1.0,5.0,16.6,3.9
257.0,0.0,3.0,16.6,1.7
258.0,2.0,5.0,16.6,3.3
259.0,1.0,5.0,16.6,2.8
260.0,2.0,9.0,16.6,1.5
261.0,0.0,6.0,16.6,2.1
262.0,0.0,3.0,16.6,1.6
263.0,1.0,4.0,16.6,3.6
264.0,1.0,2.0,16.6,1.0
265.0,0.0,1.0,16.6,1.3
266.0,1.0,8.0,16.6,3.1
267.0,0.0,2.0,16.6,1.6
268.0,2.0,10.0,16.6,2.5
269.0,2.0,13.0,16.6,2.7
270.0,0.0,3.0,16.6,2.8
271.0,1.0,6.0,16.6,2.4
272.0,1.0,7.0,16.6,2.1
273.0,1.0,4.0,16.6,2.4
274.0,1.0,9.0,16.6,1.2
275.0,0.0,6.0,16.6,3.4
276.0,0.0,2.0,16.6,4.1
277.0,1.0,6.0,16.6,2.6
278.0,0.0,4.0,16.6,2.7
279.0,1.0,6.0,16.6,1.5
280.0,2.0,4.0,16.6,2.0
281.0,0.0,2.0,16.6,2.2
282.0,2.0,12.0,16.6,2.5
283.0,0.0,5.0,16.6,2.6
284.0,2.0,8.0,16.6,3.9
285.0,0.0,4.0,16.6,4.0
286.0,0.0,2.0,18.9,2.9
287.0,1.0,4.0,18.9,3.9
288.0,0.0,4.0,18.9,1.5
289.0,0.0,3.0,18.9,4.1
290.0,2.0,12.0,18.9,3.7
291.0,0.0,3.0,18.9,1.3
292.0,2.0,1.0,18.9,1.2
293.0,1.0,8.0,18.9,3.5
294.0,1.0,6.0,18.9,3.7
295.0,0.0,5.0,18.9,4.4
296.0,0.0,4.0,18.9,1.8
297.0,1.0,4.0,18.9,2.7
298.0,2.0,7.0,18.9,4.0
299.0,0.0,4.0,18.9,1.8
300.0,0.0,3.0,18.9,3.7
301.0,2.0,7.0,18.9,2.9
302.0,0.0,6.0,18.9,2.1
303.0,0.0,6.0,18.9,2.7
304.0,0.0,3.0,18.9,2.2
305.0,2.0,6.0,18.9,1.8
306.0,0.0,3.0,18.9,3.1
307.0,2.0,15.0,18.9,3.2
308.0,1.0,8.0,18.9,0.9
309.0,2.0,8.0,18.9,2.3
310.0,0.0,3.0,18.9,0.7
311.0,1.0,6.0,18.9,3.2
312.0,1.0,6.0,18.9,3.4
313.0,0.0,1.0,18.9,3.1
314.0,0.0,2.0,18.9,1.4
315.0,1.0,5.0,18.9,2.7
316.0,2.0,4.0,18.9,2.0
317.0,1.0,5.0,18.9,2.7
318.0,2.0,7.0,18.9,1.9
319.0,0.0,6.0,18.9,1.7
320.0,2.0,9.0,18.9,1.7
321.0,0.0,4.0,18.9,2.7
322.0,1.0,3.0,18.9,1.5
323.0,0.0,2.0,18.9,1.4
324.0,2.0,6.0,18.9,2.2
325.0,1.0,6.0,18.9,2.8
326.0,0.0,2.0,18.9,2.5
327.0,2.0,9.0,18.9,2.4
328.0,1.0,4.0,18.9,1.5
329.0,2.0,6.0,18.9,2.2
330.0,2.0,10.0,18.9,2.1
331.0,0.0,4.0,18.9,2.9
332.0,2.0,1.0,18.9,2.6
333.0,0.0,3.0,18.9,4.0
334.0,1.0,6.0,18.9,3.4
335.0,1.0,3.0,18.9,2.4
336.0,0.0,5.0,18.9,2.2
337.0,2.0,6.0,18.9,2.5
338.0,1.0,2.0,18.9,1.9
339.0,2.0,9.0,18.9,2.4
340.0,1.0,6.0,18.9,2.0
341.0,1.0,7.0,21.8,2.7
342.0,2.0,7.0,21.8,2.4
343.0,1.0,4.0,21.8,2.8
344.0,0.0,3.0,21.8,3.4
345.0,2.0,10.0,21.8,2.7
346.0,0.0,6.0,21.8,2.4
347.0,2.0,10.0,21.8,2.8
348.0,1.0,4.0,21.8,1.4
349.0,0.0,2.0,21.8,1.9
350.0,0.0,4.0,21.8,2.8
351.0,1.0,7.0,21.8,2.7
352.0,2.0,8.0,21.8,3.0
353.0,2.0,8.0,21.8,1.7
354.0,1.0,1.0,21.8,1.9
355.0,1.0,5.0,21.8,2.3
356.0,1.0,3.0,21.8,2.9
357.0,0.0,2.0,21.8,3.1
358.0,2.0,13.0,21.8,3.1
359.0,1.0,3.0,21.8,2.5
360.0,0.0,4.0,21.8,2.3
361.0,0.0,1.0,21.8,2.4
362.0,0.0,4.0,21.8,1.6
363.0,2.0,8.0,21.8,2.4
364.0,0.0,6.0,21.8,4.4
365.0,0.0,5.0,21.8,3.6
366.0,1.0,4.0,21.8,0.7
367.0,1.0,7.0,21.8,1.2
368.0,1.0,7.0,21.8,2.5
369.0,2.0,6.0,21.8,2.3
370.0,2.0,8.0,21.8,2.0
371.0,1.0,1.0,21.8,2.4
372.0,1.0,4.0,21.8,1.7
373.0,0.0,5.0,21.8,1.5
374.0,1.0,3.0,21.8,1.4
375.0,1.0,5.0,21.8,1.1
376.0,0.0,3.0,21.8,2.4
377.0,1.0,2.0,21.8,2.2
378.0,1.0,4.0,21.8,2.6
379.0,0.0,5.0,21.8,3.7
380.0,1.0,3.0,21.8,2.4
381.0,1.0,8.0,21.8,3.2
382.0,2.0,11.0,21.8,1.2
383.0,2.0,3.0,21.8,3.8
384.0,1.0,3.0,21.8,0.5
385.0,0.0,6.0,21.8,3.9
386.0,1.0,6.0,21.8,3.4
387.0,2.0,8.0,21.8,3.4
388.0,2.0,4.0,21.8,2.0
389.0,0.0,3.0,21.8,2.9
390.0,0.0,2.0,21.8,2.1
391.0,2.0,12.0,21.8,2.5
392.0,0.0,4.0,21.8,2.7
393.0,0.0,6.0,21.8,3.6
394.0,0.0,3.0,21.8,1.4
395.0,0.0,3.0,21.8,3.0
396.0,1.0,4.0,21.8,3.5
397.0,1.0,5.0,21.8,2.1
398.0,2.0,9.0,21.8,3.0
399.0,2.0,2.0,21.8,2.6
400.0,2.0,3.0,21.8,1.3
401.0,1.0,4.0,21.8,0.9
402.0,1.0,9.0,26.0,1.8
403.0,1.0,8.0,26.0,2.8
404.0,1.0,3.0,26.0,2.4
405.0,1.0,8.0,26.0,2.5
406.0,2.0,13.0,26.0,2.5
407.0,1.0,1.0,26.0,2.4
408.0,0.0,3.0,26.0,2.8
409.0,0.0,1.0,26.0,1.7
410.0,0.0,4.0,26.0,1.0
411.0,1.0,4.0,26.0,2.3
412.0,1.0,1.0,26.0,2.7
413.0,2.0,6.0,26.0,1.9
414.0,1.0,3.0,26.0,0.3
415.0,1.0,7.0,26.0,2.5
416.0,2.0,11.0,26.0,2.9
417.0,1.0,3.0,26.0,1.1
418.0,0.0,3.0,26.0,2.1
419.0,0.0,3.0,26.0,1.3
420.0,2.0,2.0,26.0,1.0
421.0,0.0,4.0,26.0,2.6
422.0,0.0,3.0,26.0,1.7
423.0,0.0,4.0,26.0,2.4
424.0,1.0,2.0,26.0,2.9
425.0,2.0,13.0,26.0,3.3
426.0,0.0,2.0,26.0,2.3
427.0,1.0,7.0,26.0,3.8
428.0,1.0,3.0,26.0,3.2
429.0,0.0,6.0,26.0,2.3
430.0,1.0,8.0,26.0,1.9
431.0,1.0,8.0,26.0,2.2
432.0,0.0,4.0,26.0,1.8
433.0,1.0,5.0,26.0,3.5
434.0,0.0,2.0,26.0,0.3
435.0,0.0,3.0,26.0,2.2
436.0,2.0,4.0,26.0,3.9
437.0,0.0,3.0,26.0,1.6
438.0,1.0,3.0,26.0,0.9
439.0,2.0,7.0,26.0,3.0
440.0,0.0,3.0,26.0,3.4
441.0,0.0,3.0,26.0,2.1
442.0,0.0,2.0,26.0,2.7
443.0,2.0,11.0,26.0,3.0
444.0,0.0,4.0,26.0,2.1
445.0,1.0,8.0,26.0,3.9
446.0,1.0,7.0,26.0,2.7
447.0,1.0,6.0,26.0,3.0
448.0,2.0,4.0,26.0,3.5
449.0,2.0,9.0,26.0,2.2
450.0,2.0,7.0,26.0,0.9
451.0,1.0,9.0,26.0,1.4
452.0,0.0,6.0,26.0,3.2
453.0,0.0,4.0,26.0,2.7
454.0,2.0,7.0,26.0,3.2
455.0,1.0,4.0,26.0,2.1
456.0,1.0,5.0,26.0,3.1
457.0,0.0,6.0,27.2,2.9
458.0,1.0,4.0,27.2,2.9
459.0,1.0,4.0,27.2,2.4
460.0,0.0,3.0,27.2,2.4
461.0,2.0,8.0,27.2,1.3
462.0,2.0,15.0,27.2,3.1
463.0,1.0,5.0,27.2,3.0
464.0,2.0,4.0,27.2,0.7
465.0,1.0,5.0,27.2,2.6
466.0,0.0,2.0,27.2,1.5
467.0,2.0,7.0,27.2,2.7
468.0,0.0,3.0,27.2,0.9
469.0,2.0,8.0,27.2,1.0
470.0,2.0,3.0,27.2,1.8
471.0,0.0,3.0,27.2,3.3
472.0,2.0,7.0,27.2,1.8
473.0,0.0,3.0,27.2,1.9
474.0,0.0,4.0,27.2,3.7
475.0,2.0,3.0,27.2,3.3
476.0,1.0,5.0,27.2,3.1
477.0,2.0,5.0,27.2,3.2
478.0,2.0,12.0,27.2,0.8
479.0,1.0,6.0,27.2,1.0
480.0,2.0,7.0,27.2,2.9
481.0,2.0,8.0,27.2,1.4
482.0,2.0,14.0,27.2,2.6
483.0,1.0,2.0,27.2,1.6
484.0,2.0,8.0,27.2,1.5
485.0,2.0,4.0,27.2,2.2
486.0,0.0,3.0,27.2,1.0
487.0,1.0,2.0,27.2,1.0
488.0,0.0,4.0,27.2,1.7
489.0,1.0,5.0,27.2,3.1
490.0,0.0,3.0,27.2,3.1
491.0,1.0,7.0,27.2,2.3
492.0,1.0,4.0,27.2,2.6
493.0,2.0,11.0,27.2,2.7
494.0,0.0,4.0,27.2,2.6
495.0,1.0,6.0,27.2,3.8
496.0,2.0,3.0,27.2,1.2
497.0,2.0,2.0,27.2,2.2
498.0,2.0,9.0,27.2,1.5
499.0,0.0,4.0,27.2,2.4



